"text","twitterUrl","tweet_id","cleaned_text","sentiment"
"Kuɗin Niger, Cameroon, Chad da Benin Republic duk sun fi na mu daraja naisa ba kusa ba. Rannan mu na hira da ƴan Cameroon akan turo da dollar gida sai mu kaga kuɗin su ya ninka na mu daraja wajen sau uku fa😭 Toh su matalautan ƙasashen da ke kewaye da mu, wace uwar su ke ƙerawa a ƙasar su? Idan anyi magana sai expert su ce ai mu Nigeria komai shigowa mu ke da shi, su maƙotan mu haƙowa su ke? Waima ku tsaya, da chan da Naira ta ke daraja kafin zuwan Tinubu, wata tsiyar mu ke ƙerawa? Magana ta gaskiya shine Tinubu baima naɗa wanda zasu iya cetar ƙasar nan ba. Ana cikin matsalar tattalin arziƙi kawai sai ka naɗa tsohon commissioner ɗinka a matsayin gwamnan babban banki. Da yaje majalisa ana yi masa tambaya, sai dai ya karanta a takarda, baima san komai ba da ka sai a rubuce. Akwai matsala babba. Na ji ana cewa petir da wutar da ku ke sha ma sunyi arha da yawa, ku na jin daɗi. Yadda Naira ta lalace, kamata yayi WAI ace ku na siyan litar mai wajen 2K. Har yanzu gani su ke ku na chilling 🤔","https://twitter.com/FahadKano/status/1760248862764155107",2109,"kuɗin niger cameroon chad da benin republic duk sun fi na mu daraja naisa ba kusa ba rannan mu na hira da ƴan cameroon akan turo da dollar gida sai mu kaga kuɗin su ya ninka na mu daraja wajen sau uku fa😭 toh su matalautan ƙasashen da ke kewaye da mu wace uwar su ke ƙerawa ƙasar su idan anyi magana sai expert su ce ai mu nigeria komai shigowa mu ke da shi su maƙotan mu haƙowa su ke waima ku tsaya da chan da naira ta ke daraja kafin zuwan tinubu wata tsiyar mu ke ƙerawa magana ta gaskiya shine tinubu baima naɗa wanda zasu iya cetar ƙasar nan ba ana cikin matsalar tattalin arziƙi kawai sai ka naɗa tsohon commissioner ɗinka matsayin gwamnan babban banki da yaje majalisa ana yi masa tambaya sai dai ya karanta takarda baima san komai ba da ka sai rubuce akwai matsala babba na ji ana cewa petir da wutar da ku ke sha ma sunyi arha da yawa ku na jin daɗi yadda naira ta lalace kamata yayi wai ace ku na siyan litar mai wajen k har yanzu gani su ke ku na chilling 🤔",-1
"You're out of your mind Niger, can take that shit and shove where the sun 't shine.","https://twitter.com/ww2546315Wilson/status/1708094210308489571",2110,"youre mind niger can take shit shove sun t shine",-4
"The Night Prayer: Now as come to the setting of the sun, and our eyes behold the vesper light, sing your praises, O God: Father, Son, and Holy Spirit. Pray #Niger #UkraineRussiaWar #USA #CreditRating #earthquake #Pakistan #Iran #Haiti #Poland #Philippines #Jesus #help ","https://twitter.com/FriarDale/status/1686881619435548672",2111," night prayer now come setting sun eyes behold vesper light sing praises o god father son holy spirit pray niger ukrainerussiawar usa creditrating earthquake pakistan iran haiti poland philippines jesus help ",9
"This coup in #Niger⚔️, more than meets the eye 👁 #Niger 🇳🇪 #geopolitics #bantuup","https://twitter.com/BantuSun/status/1685859207159934976",2112," coup niger⚔️ meets eye 👁 niger 🇳🇪 geopolitics bantuup",NA
"@QuayDaTruth @hotgirlag “Who’s the nigger now?!?!” LMFAO peak content","https://twitter.com/slimgoldenchild/status/1647815319476482048",2113,"quaydatruth hotgirlag “’s nigger now” lmfao peak content",-1
"@Sbrbnla Torrance was a Sundown-town When a black family actually moved there, they burned their house down and turned into a park called “Nigger Park”. I’m still shopping at the Del Amo tho lmao I was there today but I left before the sun left http","https://twitter.com/OuttaPcktnLuv/status/1643073662906662912",2114,"sbrbnla torrance sundowntown black family actually moved burned house turned park called “nigger park” ’m still shopping del amo tho lmao today left sun left http",-1
"I hate that herdsmen of the sun became a problematic slogan when ’s a complete different sub group not even in niger ruining for the rest of us 😫","https://twitter.com/idieah/status/1592532930093809665",2115," hate herdsmen sun became problematic slogan ’s complete different sub group even niger ruining rest us 😫",-5
"You can not be serious dude! My man if someone in Kanye’s position openly said they were in the KKK they would have the EXACT same thing happen. The owner of the Suns just had to sell his fucking team for among other things, saying Nigger! Tf where for his freedom of speech?","https://twitter.com/Darnell_87/status/1585286721700233218",2116," can serious dude man someone kanye’s position openly said kkk exact thing happen owner suns just sell fucking team among things saying nigger tf freedom speech",-7
"Yo surpposed to Russian backing her king Solomon sun yo eye say send some niggers to touch them ","https://twitter.com/KillaStress/status/1578641678126444545",2117,"yo surpposed russian backing king solomon sun yo eye say send niggers touch ",2
"Music · hours ago Charlie Puth's new album is here 🎵 Trending with #CHARLIE POPSUGAR · October , 2022 Chloe Bailey's Sheer Catsuit Takes Cutouts to New Extremes Trending Niger 10.2K Tweets Fashion & beauty · Trending #FlipkartIsScamkart The US Sun · October , 2022 GMA’s Mael","https://twitter.com/DanielSmockAOMO/status/1578312880608645120",2118,"music · hours ago charlie puths new album 🎵 trending charlie popsugar · october chloe baileys sheer catsuit takes cutouts new extremes trending niger k tweets fashion beauty · trending flipkartisscamkart us sun · october gma’s mael",NA
"Prayz yah yo sun think them niggers know what they doing ","https://twitter.com/KillaStress/status/1560515284427046912",2119,"prayz yah yo sun think niggers know ",NA
"@god kiki love her bday so can shoot David Martin Veney asshole as wide as the sun 🌞#1for fucking his sun and robbing his girlfriend who he came to see one day now he get why not playing. That niggers rob and exactly GOd now seeI wrath with b","https://twitter.com/Kiki_LADYFATIMA/status/1550658414132486150",2120,"god kiki love bday can shoot david martin veney asshole wide sun 🌞 fucking sun robbing girlfriend came see one day now get playing niggers rob exactly god now seei wrath b",-6
"Prayz yah wait trying to play me and the Jews to baby that's true eye do not know y wee scared ta hit back baby but eye 't believe 't like what see ..butt Miss me thoe Sun eye love aight Lexie fuck niggers always telling ya bizzness and eye had never seen ","https://twitter.com/KillaStress/status/1548637810973986817",2121,"prayz yah wait trying play jews baby thats true eye know y wee scared ta hit back baby eye t believe t like see butt miss thoe sun eye love aight lexie fuck niggers always telling ya bizzness eye never seen ",-1
"When slave masters back then all around the world, ESPECIALLY America, said these words, “You NEVER want a SMART Nigger.”","https://twitter.com/matantmarf/status/1506670009891885059",2122," slave masters back around world especially america said words “ never want smart nigger”",-3
"I personally feel like if ’t have a black parent , ’t need to say . But bc I also believe in free speech , this is tough. Bc people just be saying shit to get a rise out of . Which is why they was calling our ancestors niggers","https://twitter.com/SHECLAYALLDAY/status/1504850205287583751",2123," personally feel like ’t black parent ’t need say bc also believe free speech tough bc people just saying shit get rise calling ancestors niggers",-1
"NOBODY CARES NIGGER WE HAVE ALREADY ADJUSTED THE GLAZE FILTER TO 2014 MAC MILLER HONEY DEW MELANCHOLY SQUEENESS #SADBITCH #DEVILSAD YOUR TOO LATE QUITE A DEWSIPPOTUSS SUSS MAP GLAZE #ORTHOGRAPHIC #HEW THE SUN IS KINDA WONKY ON THIS ONE BUT WE FLANGE DAMPENED THE HYBRID #HEX","https://twitter.com/howtomakeloot/status/1499421672427823113",2124,"nobody cares nigger already adjusted glaze filter mac miller honey dew melancholy squeeness sadbitch devilsad late quite dewsippotuss suss map glaze orthographic hew sun kinda wonky one flange dampened hybrid hex",-5
"@KaivanShroff The GOP Let Trump do Everything Illegal under the sun.Even Murder. That Washington Post Reporter,Those Soldiers in Niger, Jeffrey Epstein, and nearly 700,000 Americans Citizens who Died from Lies About COVID-19 from his Own","https://twitter.com/TeeMichele58/status/1499085474790612994",2125,"kaivanshroff gop let trump everything illegal suneven murder washington post reporterthose soldiers niger jeffrey epstein nearly americans citizens died lies covid ",-8
"YELP Business YAHOO MAIL NÍGER África Rising Sun Hotel Columbia Pennsylvania Tweets Eric Clapton Military Base Maps Search Social Media Joe Biden Twitter Search Demócrats Tweets ONKYO Twitter Search Tweets Columbia Pennsylvania News Stovers News Agency Twitter Search Tweets ","https://twitter.com/terence_mentzer/status/1462718945383878661",2126,"yelp business yahoo mail níger áfrica rising sun hotel columbia pennsylvania tweets eric clapton military base maps search social media joe biden twitter search demócrats tweets onkyo twitter search tweets columbia pennsylvania news stovers news agency twitter search tweets ",NA
"@BoroughPolice Plenty Of NÍGER África Belmont Mall Pall Mall Bic Lighters Twitter Search NÍGER África YELP Business YAHOO MAIL NÍGER África Here YELP Business Rising Sun Hotel Columbia Pennsylvania News Stovers News Agency Truist Debit Visa Montclair Ment","https://twitter.com/terence_mentzer/status/1460952257483132934",2127,"boroughpolice plenty níger áfrica belmont mall pall mall bic lighters twitter search níger áfrica yelp business yahoo mail níger áfrica yelp business rising sun hotel columbia pennsylvania news stovers news agency truist debit visa montclair ment",NA
"@jemelehill I was . We were driving across country from Cali to Alabama and a white man at the gas station told my dad, “nigger ’t let the sun set on your black ass here”. I was standing right next to my dad when he said .","https://twitter.com/angelsharice/status/1456385571920642048",2128,"jemelehill driving across country cali alabama white man gas station told dad “nigger ’t let sun set black ass ” standing right next dad said ",-9
"Virgo sun, nigger rising","https://twitter.com/triple5guy/status/1445090430849269769",2129,"virgo sun nigger rising",-5
"The black granite globe or black stone in the WW II Memorial. With the midday sun upon the globe becomes the the Black Sun or the Sol Niger, the hidden sun.","https://twitter.com/YUKOWAS/status/1438089279322955786",2130," black granite globe black stone ww ii memorial midday sun upon globe becomes black sun sol niger hidden sun",NA
"@MagicCityRaised You see, have the American Nigro (nigga, nigger), colored folks (free ourselves, Mr. Gilmore feed us some fine viddles🤣), African-American (they know they're black yet, will sell out to jump head), and a black person (they lov their","https://twitter.com/Darkmnemonic/status/1421647104330457094",2131,"magiccityraised see american nigro nigga nigger colored folks free mr gilmore feed us fine viddles🤣 africanamerican know theyre black yet will sell jump head black person lov ",-2
"the Sun juss called me a Nigger","https://twitter.com/supersaeyan/status/1410346000678625283",2132," sun juss called nigger",-5
"and in taking no notice, accept them. In the much less pleasant cottonseed oil town of the Deep South, American have grown accustomed to seeing signs reading anything from ""White"" and ""Colored"" to ""Nigger, Don't Let the Sun Set on You Here,"" ","https://twitter.com/neilnicholson/status/1362921036098985986",2133," taking notice accept much less pleasant cottonseed oil town deep south american grown accustomed seeing signs reading anything white colored nigger dont let sun set ",-1
"@StephenKing Spooky New Years Eve Niger Africa African Gathering Groups Languages Writers HYMN Holy Bibles Qur'an Calendar Schedule Appointments for the Electric Power Early Sun Light illuminated Rosary African","https://twitter.com/terence_mentzer/status/1344840503691509761",2134,"stephenking spooky new years eve niger africa african gathering groups languages writers hymn holy bibles quran calendar schedule appointments electric power early sun light illuminated rosary african",NA
"@SplashBridges @TayScott_ ’t care to change your mind, also ’t care to argue with another black man about how a white boy singing one less lonely nigger is racist. hold celebrities accountable bc they are who regular people like me and lo","https://twitter.com/samotree/status/1301943118993002499",2135,"splashbridges tayscott ’t care change mind also ’t care argue another black man white boy singing one less lonely nigger racist hold celebrities accountable bc regular people like lo",-4
"Today is the first time the sun came out all week in Richmond. Mother Earth said Black Lives Matter! Shout out to the niggers!","https://twitter.com/faeriemermaid/status/1274003139411218434",2136,"today first time sun came week richmond mother earth said black lives matter shout niggers",1
"George Soros I'm in Niger love to hate and I understand think all n***** is stupid but that me tell something I'm an American and I did everything under the sun for the greatest teaches in my lifetime your game is nothing but Walt Disney drama. Let me tell ","https://twitter.com/BigEmpowerment/status/1266266622945226755",2137,"george soros im niger love hate understand think n stupid tell something im american everything sun greatest teaches lifetime game nothing walt disney drama let tell ",1
"I hate when call time at the casino is 9am 🙄 that means I gotta see them niggers from sun up until well into the sun down 😭","https://twitter.com/PlayinNmyLocs/status/1233261231567339520",2138," hate call time casino 🙄 means gotta see niggers sun well sun 😭",-3
"Sun,niggers🌅with;-(🎤baby momas.https://t.co/ci1t0p8rlx","https://twitter.com/Kenneth68822897/status/1208488302518689793",2139,"sunniggers🌅🎤baby momashttpstcocitprlx",NA
"The phrase “sundown town” is derived from the signs that many of these places formerly sported at their corporate limits—signs that usually said “nigger, ’t let the sun go down on in ___.” And these places still exist. In 2019.","https://twitter.com/ChiefJosheola/status/1194016194698727424",2140," phrase “sundown town” derived signs many places formerly sported corporate limits—signs usually said “nigger ’t let sun go ” places still exist ",-6
"@supercoolwicked I’m creating a class action lawsuit against whoever told the niggers they were sun proof. Propaganda.","https://twitter.com/wishanigga_wood/status/1190272633427787776",2141,"supercoolwicked ’m creating class action lawsuit whoever told niggers sun proof propaganda",-4
"People ’t called Ari a bitch, hoe, & every other word under the sun & mad because she said she has “Chinky” eyes? People out here getting called nigger, wetbacks, etc on the regular but","https://twitter.com/OwnLane_Chunks/status/1174364051687784448",2142,"people ’t called ari bitch hoe every word sun mad said “chinky” eyes people getting called nigger wetbacks etc regular ",-13
"I understand that perspective, but would have to put in context and at that time nigger was not being censored regardless of who said , (Django when aired on networks is a good example) but faggot was censored across the board which is what deems that inapplicable.","https://twitter.com/aconsciousthot/status/1166708116655923200",2143," understand perspective put context time nigger censored regardless said django aired networks good example faggot censored across board deems inapplicable",-9
"As late as the 1970's, signs along Route 127 warned: ""Nigger, 't let the sun go down on in Anna-Jonesboro [Illinois]."" I'm listening to ""Sundown Towns: A Hidden Dimension of American Racism"" on @Scribd! ","https://twitter.com/fahlitobrigante/status/1156572353079447553",2144," late s signs along route warned nigger t let sun go annajonesboro illinois im listening sundown towns hidden dimension american racism scribd ",-10
"Neighbour called my friend a nigger so I’ll be a knocking on his door when the suns up","https://twitter.com/_iRicky/status/1145933875350245376",2145,"neighbour called friend nigger ’ll knocking door suns ",-5
"@ezekiel11 @SandyDarity @QMaat @imaniperry The only relatively specific memory that I can think of was when I chose a college in rural TN he mentioned the ""nigger 't let the sun set on here"" signs. He never talked about specific run-ins with white","https://twitter.com/bmitd67/status/1142822140489687044",2146,"ezekiel sandydarity qmaat imaniperry relatively specific memory can think chose college rural tn mentioned nigger t let sun set signs never talked specific runins white",-5
"the sun’s punching bags: “’re racist. fucking monkey nigger. ’re a fat racist bitch” me: ","https://twitter.com/briacheeks/status/1136122097137324032",2147," sun’s punching bags “’re racist fucking monkey nigger ’re fat racist bitch” ",-20
"@TSOstitch that girl that used to work at walgreens called gary a nigger and said people wwre stretching the rape thing yesterday lmao. so when I brought that up she wanted to make seem like she caught me being a hypocrite when I’m not even the one tha","https://twitter.com/woowoo_ayee/status/1108608702557421568",2148,"tsostitch girl used work walgreens called gary nigger said people wwre stretching rape thing yesterday lmao brought wanted make seem like caught hypocrite ’m even one tha",-3
"whole time tweeted everything tonight publicly instead of hitting me up about . I was talking about a girl calling someone a nigger and tried to make me look like hypocrite so definitely had some motivejust now","https://twitter.com/woowoo_ayee/status/1108607734159687680",2149,"whole time tweeted everything tonight publicly instead hitting talking girl calling someone nigger tried make look like hypocrite definitely motivejust now",-3
"this girl called my boy a nigger on an ig comment ’t so ’m not surprised she would say some dumb shit like this","https://twitter.com/woowoo_ayee/status/1108571390737895425",2150," girl called boy nigger ig comment ’t ’m surprised say dumb shit like ",-10
"O left something out of the Maya's speech she said, "" say the nigger is an affectionate term, that can use but nobody else can."" Maya I love see what they 't see what really are and so I will TELL them for that is a sublimated kind of suffering.","https://twitter.com/IAM_OneofSun/status/1107326236731293703",2151,"o left something mayas speech said say nigger affectionate term can use nobody else can maya love see t see really will tell sublimated kind suffering",1
""" Self a nigger and started to call me an nigger until went and cursed a whole race of people."" Now know why Willie was conditioned to do that to himself because he is Physically bound and Spiritually disdained so he called himself a nigger out fear and ignorance ","https://twitter.com/IAM_OneofSun/status/1107304925351084032",2152," self nigger started call nigger went cursed whole race people now know willie conditioned physically bound spiritually disdained called nigger fear ignorance ",-19
"If authorities and older people respected life, itself probably wouldn't have to make that statement. Maya I love Maya she said ""Willie seen go to the welcome table and cone back with dry bones, and the said they caller a nigger and then started to call your","https://twitter.com/IAM_OneofSun/status/1107304881684140032",2153," authorities older people respected life probably wouldnt make statement maya love maya said willie seen go welcome table cone back dry bones said caller nigger started call ",2
"If was white would’ve said “when smell a nigger than been picking cotton in the sun for 13 hours straight”","https://twitter.com/KoolAidByDaKilo/status/1099979134334201856",2154," white ’ve said “ smell nigger picking cotton sun hours straight”",-4
"Sun coming out. Finna nigger up ","https://twitter.com/DetNigga/status/1099362546719617024",2155,"sun coming finna nigger ",-5
"A king tryna erase my pass down and implanted nigga/nigger ways .... even though nigga/Nigger can be any race ... wazam doe sun","https://twitter.com/FrXsH_M2M/status/1098399720949628928",2156," king tryna erase pass implanted nigganigger ways even though nigganigger can race wazam doe sun",NA
"I was looking for a “nigger” and instead I found a “ BUILT Africa” and honestly idk what’s more ignorant","https://twitter.com/woowoo_ayee/status/1084214654015102976",2157," looking “nigger” instead found “ built africa” honestly idk ’s ignorant",-7
"@chosenlyric @chriscmyers84 @fancy_hills @DannyDeraney I was in Rising Sun maryland and told I should leave before dark... I was in Butner North Carolina and told to “cast my eyes down”... I was in Teaneck New Jersey and called a nigger while a glass bo","https://twitter.com/KJheartbreak/status/1067808153868345344",2158,"chosenlyric chriscmyers fancyhills dannyderaney rising sun maryland told leave dark butner north carolina told “cast eyes ” teaneck new jersey called nigger glass bo",-6
"I hope that crab leg stealing nigger rides the pine for good now. Every time fitz gets in mike Evans goes to work","https://twitter.com/Notlikedrake/status/1056728894731116544",2159," hope crab leg stealing nigger rides pine good now every time fitz gets mike evans goes work",0
"VOA HAUSA: 'Yan Boko Haram sun kai hari Gundambali dake jihar Borno @VOANews @insidevoa @ADILITOROVOA #Niger #Nigeria @bbchausa ","https://twitter.com/ADILITOROVOA/status/1041783367115698176",2160,"voa hausa yan boko haram sun kai hari gundambali dake jihar borno voanews insidevoa adilitorovoa niger nigeria bbchausa ",NA
"Hey babe aight no eye a.m not on Instagram anymore because like grabbing niggers dicks on screen ","https://twitter.com/SolomonKingkane/status/1038284516970979328",2161,"hey babe aight eye instagram anymore like grabbing niggers dicks screen ",2
"Them niggers in this picture that are down with got skills the picture of the moon y'all know how ta build a gal,x sea ","https://twitter.com/SolomonKingkane/status/1038134543570616320",2162," niggers picture got skills picture moon yall know ta build galx sea ",NA
"Yo them niggers really got ya gay ","https://twitter.com/SolomonKingkane/status/1037624450303373312",2163,"yo niggers really got ya gay ",NA
"Every body else date Spanish nigger wives not and eat pork chops and Spanish food not ","https://twitter.com/SolomonKingkane/status/1035758285981396992",2164,"every body else date spanish nigger wives eat pork chops spanish food ",-5
"Nah baby one day this nigger or something repograms my cellphone and all of sudden that day all types of gay guys start showing up ","https://twitter.com/SolomonKingkane/status/1035756167430119424",2165,"nah baby one day nigger something repograms cellphone sudden day types gay guys start showing ",-5
"Hold up this nigger got ta stop bothering real ","https://twitter.com/SolomonKingkane/status/1035693158657679360",2166,"hold nigger got ta stop bothering real ",-6
"Eye use ta backed up boy whacthing pornos as teen Jena please baby try not to show some bum ass nigger might with on Instagram ","https://twitter.com/SolomonKingkane/status/1035104578323263488",2167,"eye use ta backed boy whacthing pornos teen jena please baby try show bum ass nigger might instagram ",-7
"Word fuxk them werido niggers from the military that do that shit Amber yo eye a.m not the guy flying over or into stalking Jena furmes ","https://twitter.com/SolomonKingkane/status/1035039910410047488",2168,"word fuxk werido niggers military shit amber yo eye guy flying stalking jena furmes ",-4
"And baby aight whatever niggers is gay sending y'all pictures to my account and eye a.m thinking about nuclear weapons and when world of Warcraft is coming out aight ","https://twitter.com/SolomonKingkane/status/1034626946007740416",2169," baby aight whatever niggers gay sending yall pictures account eye thinking nuclear weapons world warcraft coming aight ",NA
"All eye a.m saying is if sent this picture ta my account y'all niggers are gay and are gassed up probably the gay Arabs or fag musilims aight that did that ","https://twitter.com/SolomonKingkane/status/1034625403472818177",2170," eye saying sent picture ta account yall niggers gay gassed probably gay arabs fag musilims aight ",-3
"Eye saying shorty this the guy think is cute he might the one who sent ya picture ta my account if he is y'all niggers are gay and are dead on this one sun do not let see her in person gassed up if sent her picture taken my account ","https://twitter.com/SolomonKingkane/status/1034624504075624449",2171,"eye saying shorty guy think cute might one sent ya picture ta account yall niggers gay dead one sun let see person gassed sent picture taken account ",-1
"All eye a.m saying is who ever sent this chick pics ta my account y'all niggers are gay and ya Dead on this one ","https://twitter.com/SolomonKingkane/status/1034623900238454784",2172," eye saying ever sent chick pics ta account yall niggers gay ya dead one ",-3
"Yeah y'all niggers played y'all seleves again and again ","https://twitter.com/SolomonKingkane/status/1034364836514340864",2173,"yeah yall niggers played yall seleves ",1
"And y'all niggers dead on this one to 't bring her ta the back bloocks of Fulton Street in bk on the late night ","https://twitter.com/SolomonKingkane/status/1034364544083263488",2174," yall niggers dead one t bring ta back bloocks fulton street bk late night ",-3
"Nah no way 5th just let know if see them having sex with some other nigger and tell Leave alone baby just too much trouble with Spanish people and the way they disrespect Jews ","https://twitter.com/SolomonKingkane/status/1034305585389428736",2175,"nah way th just let know see sex nigger tell leave alone baby just much trouble spanish people way disrespect jews ",-12
"Oh aight yo 't hang with them niggers on 109 in Queens huh aight got ","https://twitter.com/SolomonKingkane/status/1034303715094810631",2176,"oh aight yo t hang niggers queens huh aight got ",NA
"@50cent Got my gee nah eye w..ll wait her plus the nigger from the phone that kicking with and is from area51 not Trinidad and Tobago and eye 't trying to dis Mexicans and Spanish people just area51 said some werido shit that","https://twitter.com/SolomonKingkane/status/1034300493714075648",2177,"cent got gee nah eye wll wait plus nigger phone kicking area trinidad tobago eye t trying dis mexicans spanish people just area said werido shit ",-9
"Stop fuxking with them bum ass niggers that got look like big girl now is them or is stress Rihanna the real king Solomon sun ","https://twitter.com/SolomonKingkane/status/1034018924218773504",2178,"stop fuxking bum ass niggers got look like big girl now stress rihanna real king solomon sun ",-2
"Are going to stop fuxking with these bum ass niggers yes or no and wait ","https://twitter.com/SolomonKingkane/status/1034014714131611648",2179," going stop fuxking bum ass niggers yes wait ",-4
"Yo going to stop fuxking with all these bum ass niggers right Rihanna ","https://twitter.com/SolomonKingkane/status/1034014443343171584",2180,"yo going stop fuxking bum ass niggers right rihanna ",-5
"Word pretty boys and girls the Jews are gay and are the fags huh ( look my heart bleeds nigger ) ","https://twitter.com/SolomonKingkane/status/1033991253694836736",2181,"word pretty boys girls jews gay fags huh look heart bleeds nigger ",-4
"U know 50 eye stressed out over shorty right here and niggers on the street really trying to fight because of her Lolo and Ciara ","https://twitter.com/SolomonKingkane/status/1033653607562915840",2182,"u know eye stressed shorty right niggers street really trying fight lolo ciara ",-3
"How this nigger said fuxk 50 cents how 50 the Arabic sun and stress the one oh-sah-ma bought or tabago (Nikki manij nah stress cardie is who are talking about) ","https://twitter.com/SolomonKingkane/status/1030975176652058624",2183," nigger said fuxk cents arabic sun stress one ohsahma bought tabago nikki manij nah stress cardie talking ",-5
"How the fuxk this nigger at this temple know that stress no real stress that's werid ","https://twitter.com/SolomonKingkane/status/1030967729006813186",2184," fuxk nigger temple know stress real stress thats werid ",-5
"Yo they built some shit around my way Brittany word mad niggers must jerking off ta huh ","https://twitter.com/SolomonKingkane/status/1030939553656397824",2185,"yo built shit around way brittany word mad niggers must jerking ta huh ",-7
"VOA60 Afirka: Mayakan Boko Haram Sun Kashe Mutane A Cikin Wani Kauye Dake Arewa Maso Gabashin Kasar @ADILITOROVOA @VOANews @PresidenceNiger @NGRPresident @bbchausa @RFI_Hausa #Niger #Hausa ","https://twitter.com/ADILITOROVOA/status/1026929789402329089",2186,"voa afirka mayakan boko haram sun kashe mutane cikin wani kauye dake arewa maso gabashin kasar adilitorovoa voanews presidenceniger ngrpresident bbchausa rfihausa niger hausa ",NA
"Now that's the bird that ok this nigger down word up Stress fuxk dolphins they like that eat pork these are lager parsites that are connected ta pork and these parsites ","https://twitter.com/SolomonKingkane/status/1025547454224191494",2187,"now thats bird ok nigger word stress fuxk dolphins like eat pork lager parsites connected ta pork parsites ",-3
"@_thegame_rp word up my nigger bishop looks just like real ","https://twitter.com/SolomonKingkane/status/1025543485414354949",2188,"thegamerp word nigger bishop looks just like real ",-3
"This nigger 't know this nigger 't know ","https://twitter.com/SolomonKingkane/status/1024933070162546688",2189," nigger t know nigger t know ",-10
"Look this nigger 't know this nigger 't know ","https://twitter.com/SolomonKingkane/status/1024932871650328576",2190,"look nigger t know nigger t know ",-10
"Look this nigger 't know this nigger 't know (g-unit) ","https://twitter.com/SolomonKingkane/status/1024932327384915968",2191,"look nigger t know nigger t know gunit ",-10
"Bus how this nigger Bish from Fulton Street try ta tell nah this ain't happening how the Arabs ain't the duck ","https://twitter.com/SolomonKingkane/status/1024776955361730560",2192,"bus nigger bish fulton street try ta tell nah aint happening arabs aint duck ",-5
"Pussy Don't got gassed up nigger crazy look man Dee block slamming the baddest chicks in the hood cut the man on Fulton ","https://twitter.com/SolomonKingkane/status/1024589239298781184",2193,"pussy dont got gassed nigger crazy look man dee block slamming baddest chicks hood cut man fulton ",-9
"Baby fuxk them niggers and that bum shit that might have scared ","https://twitter.com/SolomonKingkane/status/1024125407803699200",2194,"baby fuxk niggers bum shit might scared ",-6
"The Sun Daily: Iran’s currency in free fall as American sanctions loom; US confirms drones in Niger have striking capabilities; On the whim of the president, could see another Great Depression Via @LasVegasSun ","https://twitter.com/DTSutton/status/1023694242424741888",2195," sun daily iran’s currency free fall american sanctions loom us confirms drones niger striking capabilities whim president see another great depression via lasvegassun ",3
"Yo Zoe that nigger looks crazy got drinking red wine in ya pictures on Instagram Zoe eye can't with some man's girl zoe ","https://twitter.com/SolomonKingkane/status/1021563617974661121",2196,"yo zoe nigger looks crazy got drinking red wine ya pictures instagram zoe eye cant mans girl zoe ",-7
"Yo Stress whacth how this nigger died from influezea Stress the remember Stress the real king solomon sun ","https://twitter.com/SolomonKingkane/status/1020480171726471168",2197,"yo stress whacth nigger died influezea stress remember stress real king solomon sun ",-8
"Look eye 't give fuxk about some gay nigger that died last night and eye 't give fuxk about which hat Ciara where in England to now Shorty ","https://twitter.com/SolomonKingkane/status/1010521145450344448",2198,"look eye t give fuxk gay nigger died last night eye t give fuxk hat ciara england now shorty ",-8
"Stress 't give fuck about which gay niggers that died that died last night ","https://twitter.com/SolomonKingkane/status/1010520009775382529",2199,"stress t give fuck gay niggers died died last night ",-10
"Yeah keep playing that stress do not get SSI check metal health fuxk fag Nasirhim dream bum ass niggers what's all the wires around the shelters and in Trinidad and Tobago around ya daddys home and children stress ","https://twitter.com/SolomonKingkane/status/1010352887182979072",2200,"yeah keep playing stress get ssi check metal health fuxk fag nasirhim dream bum ass niggers whats wires around shelters trinidad tobago around ya daddys home children stress ",-5
"These niggers Poppin off eye hope they bullet proof ","https://twitter.com/SolomonKingkane/status/1010316662392967168",2201," niggers poppin eye hope bullet proof ",2
"Bitches ass niggers and they 't drink pepicee all they do is sell coke ","https://twitter.com/SolomonKingkane/status/1010316086234046464",2202,"bitches ass niggers t drink pepicee sell coke ",-9
"ICTS/AU10TIX has ties to mossad/shin bet and has a long history human rights abuses, mass surveillance technologies, spying, data leaks and have been implicated in at least attacks across the globe including /11, the underwear bomber, the , the London bus bombing, istanbul attaturk attack, and Glasgow. They make OpenAI/Apple look like a amateurs.","https://twitter.com/TheOfficial1984/status/1805695272003227702",2203,"ictsautix ties mossadshin bet long history human rights abuses mass surveillance technologies spying data leaks implicated least attacks across globe including underwear bomber london bus bombing istanbul attaturk attack glasgow make openaiapple look like amateurs",-3
"@MTGrepp You’re the tennis shoe park bomber on January / Look at those shoes","https://twitter.com/TdaFarmer/status/1804274932966162530",2204,"mtgrepp ’re tennis shoe park bomber january look shoes",NA
"@MTGrepp Diversity is what built this country. You should be banned, lil white topped black shoe wearing pipe bomber!!","https://twitter.com/familyman0919/status/1803552766994075694",2205,"mtgrepp diversity built country banned lil white topped black shoe wearing pipe bomber",-2
"@LibbyLibbyAngel @ell98482 @MassStatePolice FBI? The same organization who invents crimes like the shoebomber, underwear bomber etc? The same organization that targeted Americans who refused to support the World War and many other wars after? Cointelp","https://twitter.com/BILLYMORGANBAND/status/1803410924058845559",2206,"libbylibbyangel ell massstatepolice fbi organization invents crimes like shoebomber underwear bomber etc organization targeted americans refused support world war many wars cointelp",0
